trip_id,stop_id,lat,lon,timestamp
6402513-32_A_48_3202_10:45-SETP2025-32-Semaine-34,2831,43.67652893066406,7.227981090545654,1757407461
6416025-21_R_99_2104_10:11-SETP2025-21-Semaine-40,5029,43.667972564697266,7.1833696365356445,1757407461
6369751-42_R_95_4202_10:49-PROJET2025-42-Semaine-83,5026,43.68217468261719,7.189162731170654,1757407459
6018952-55_A_48_5501_10:15-PROJET2025-55-Semaine-08,3024,43.714141845703125,7.1689300537109375,1757407459
6252472-11_A_49_1101_10:46-SETP2025-11-Semaine-37,109,43.73276138305664,7.269420623779297,1757407459
6416057-21_R_99_2102_10:34-SETP2025-21-Semaine-40,4053,43.6622314453125,7.148681163787842,1757407461
6416460-33_R_99_3302_10:18-SETP2025-33-L-Ma-J-V-36,1385,43.70503616333008,7.279699325561523,1757407461
4669782-62_R_98_6201_11:10-RESEAU2023-62-Semaine-17,6033,43.76554870605469,7.223634719848633,1757407461
5925317-54_A_50_5401_10:26-PROJET2025-54-Semaine-17,5108,43.68556213378906,7.176819801330566,1757407461
6218530-84_A_46_8403_10:20-PROJET2025-84-Semaine-04,8254,43.71680450439453,7.312535762786865,1757407461
6369778-42_A_5_4203_10:32-PROJET2025-42-Semaine-83,4113,43.6673469543457,7.15103816986084,1757407459
6403285-36_A_49_3602_10:28-SETP2025-36-Semaine-33,937,43.725364685058594,7.253236770629883,1757407461
6410621-64_A_50_6403_10:15-SETP2025-64-Semaine-37,504,43.73411178588867,7.232113361358643,1757407459
6253207-14_R_99_1401_10:34-SETP2025-14-L-Ma-J-V-38,775,43.72201919555664,7.291879653930664,1757407461
6409576-57_A_50_5710_10:45-SETP2025-57-Semaine-06,1150,43.705360412597656,7.289699077606201,1757407459
5097937-69_A_40_6901_10:00-PROJET2023-69-Semaine-15,21207,43.76988220214844,7.195676803588867,1757407461
6428284-60_A_50_6003_10:50-PROJET2025-60-Semaine-08,2997,43.692378997802734,7.244166374206543,1757407459
6428420-61_R_99_6102_10:20-PROJET2025-61-Semaine-24,352,43.68582534790039,7.214338302612305,1757407459
6472701-50_A_50_5002_10:24-PROJET2025-50-Semaine-08,2669,43.680992126464844,7.203763961791992,1757407461
6410622-64_R_99_6402_10:30-SETP2025-64-Semaine-37,383,43.70586013793945,7.24486780166626,1757407459
6368861-09_R_99_0907_10:25-PROJET2025-09-Semaine-35,4144,43.66483688354492,7.1523332595825195,1757407461
6420035-77_R_8_7701_08:10-PROJET2025-77-Semaine-05-1101100,21260,43.77395248413086,7.1910881996154785,1757406171
6414773-34_R_22_3401_10:33-PROJET2025-34-L-Ma-J-V-20,2940,43.68711853027344,7.237617015838623,1757407461
6327120-17_A_50_1707_10:49-SETP2025-17-L-Ma-J-V-35,2712,43.67707443237305,7.2283196449279785,1757407459
6429215-15_A_50_1506_10:04-SETP2025-15-Semaine-11,8003,43.701576232910156,7.326977729797363,1757407461
6428414-61_R_99_6101_11:00-PROJET2025-61-Semaine-24,2829,43.692073822021484,7.244777202606201,1757407459
6424167-16_A_46_1603_10:34-SETP2025-16-Semaine-35,1112,43.71738052368164,7.262731552124023,1757407461
4523341-88_A_49_8801_07:45-RESEAU2023-88-Semaine-83-1101100,7045,43.747779846191406,7.2853102684021,1757399820
6409575-57_A_50_5709_10:30-SETP2025-57-Semaine-06,463,43.701202392578125,7.279114723205566,1757407459
6366011-20_A_50_2005_10:37-SETP2025-20-Semaine-42,5020,43.658729553222656,7.192896366119385,1757407461
6327211-17_R_99_1706_09:46-SETP2025-17-L-Ma-J-V-35,2712,43.676273345947266,7.227850437164307,1757407459
5838909-22_R_98_2205_08:16-PROJET2025-22-Semaine-20,3153,43.74781036376953,7.164821147918701,1757401814
6102489-63_A_48_6303_10:50-PROJET2025-63-Semaine-72-1101100,1422,43.711551666259766,7.261042594909668,1757407461
6327210-17_A_50_1701_10:23-SETP2025-17-L-Ma-J-V-35,2742,43.680049896240234,7.2043776512146,1757407459
6365925-20_R_99_2003_10:23-SETP2025-20-Semaine-42,5220,43.662025451660156,7.193931579589844,1757407461
6368881-09_R_98_0906_10:40-PROJET2025-09-Semaine-35,2967,43.669288635253906,7.210241317749023,1757407461
6428340-60_R_99_6001_10:40-PROJET2025-60-Semaine-08,2545,43.7149543762207,7.217726230621338,1757407459
6428413-61_A_50_6103_10:30-PROJET2025-61-Semaine-24,366,43.68799591064453,7.212325096130371,1757407459
6355822-18_A_50_1802_10:32-SETP2025-18-Semaine-39,27,43.72304916381836,7.289534091949463,1757407459
6252425-11_R_97_1105_10:25-SETP2025-11-Semaine-37,1612,43.71006393432617,7.257391452789307,1757407459
6252975-14_A_50_1405_10:39-SETP2025-14-L-Ma-J-V-38,7128,43.73618698120117,7.307571887969971,1757407461
6018951-55_R_98_5502_10:15-PROJET2025-55-Semaine-08,5228,43.662757873535156,7.194035053253174,1757407459
6369832-49_R_95_4901_08:10-PROJET2025-49-Semaine-08,4112,43.6857795715332,7.14945650100708,1757407459
6365941-20_A_50_2001_10:50-SETP2025-20-Semaine-42,2962,43.669281005859375,7.2104268074035645,1757407461
6429295-15_R_99_1501_10:15-SETP2025-15-Semaine-11,498,43.69668960571289,7.291098594665527,1757407461
4669780-62_A_48_6203_11:00-RESEAU2023-62-Semaine-17,2828,43.69255065917969,7.244414806365967,1757407461
6369750-42_R_95_4201_10:16-PROJET2025-42-Semaine-83,4138,43.6614990234375,7.157167434692383,1757407459
5203689-68_R_99_6801_08:54-PROJET2024-68-Semaine-15,21268,43.80405044555664,7.193681716918945,1757404329
6446491-05_R_50_0503_10:35-SETP2025-05-L-Ma-J-V-38,729,43.71454620361328,7.271751403808594,1757407461
6261671-73_A_1_7302_09:20-PROJET2025-73-Semaine-16,21209,43.76692581176758,7.200122833251953,1757407459
6365930-20_R_99_2006_10:36-SETP2025-20-Semaine-42,5158,43.672332763671875,7.190205097198486,1757407461
6102449-63_R_98_6304_10:20-PROJET2025-63-Semaine-72-1101100,1191,43.723506927490234,7.240374565124512,1757407461
5673234-NVN1_A_48_NVN102_10:45-PROJET2024-NVence1-Semaine-15,3076,43.70137405395508,7.131771087646484,1757407461
4603451-83_A_47_8301_13:50-RESEAU2023-83-Semaine-03,8167,43.72864532470703,7.382203102111816,1757389837
6416288-51_R_98_5101_09:48-PROJET2025-51-Semaine-10,37,43.69187545776367,7.2051472663879395,1757406544
6409600-57_R_99_5712_09:55-SETP2025-57-Semaine-06,98,43.70176696777344,7.283082008361816,1757407459
6327119-17_A_50_1702_10:36-SETP2025-17-L-Ma-J-V-35,617,43.68190383911133,7.230389595031738,1757407459
6409604-57_R_99_5706_10:55-SETP2025-57-Semaine-06,2826,43.7298469543457,7.248387813568115,1757407459
6253039-14_R_99_1408_09:31-SETP2025-14-L-Ma-J-V-38,2688,43.749324798583984,7.317437648773193,1757401854
6414236-07_R_97_0703_10:42-SETP2025-07-L-Ma-J-V-41,86,43.70010757446289,7.287615776062012,1757407459
5838855-22_R_95_2202_09:00-PROJET2025-22-Semaine-20,2852,43.6766471862793,7.199087619781494,1757407459
6414235-07_R_97_0705_10:32-SETP2025-07-L-Ma-J-V-41,1505,43.715389251708984,7.2895188331604,1757407459
6409573-57_A_50_5711_10:00-SETP2025-57-Semaine-06,938,43.72548294067383,7.250275611877441,1757407459
5097934-69_R_90_6901_09:15-PROJET2023-69-Semaine-15,21735,43.76655578613281,7.201985836029053,1757405651
5340959-72_A_50_7201_10:45-PROJET2024-72-Semaine-74,1064,43.71007537841797,7.2555413246154785,1757407461
6424129-16_R_96_1601_10:42-SETP2025-16-Semaine-35,1515,43.717777252197266,7.261344909667969,1757407461
6365938-20_R_99_2002_10:48-SETP2025-20-Semaine-42,5059,43.68751907348633,7.181482315063477,1757407461
6413091-38_R_99_3803_10:49-SETP2025-38-Semaine-41,2977,43.70132827758789,7.274938583374023,1757407461
6415996-21_A_50_2105_10:02-SETP2025-21-Semaine-40,4094,43.66361618041992,7.146609783172607,1757407461
6253087-14_A_50_1402_10:29-SETP2025-14-L-Ma-J-V-38,248,43.720794677734375,7.288010597229004,1757407461
6424178-16_R_97_1602_10:49-SETP2025-16-Semaine-35,260,43.73286056518555,7.244112491607666,1757407461
6428419-61_A_50_6105_10:50-PROJET2025-61-Semaine-24,412,43.67745590209961,7.228496551513672,1757407459
6429227-15_R_99_1505_10:00-SETP2025-15-Semaine-11,463,43.700965881347656,7.280004024505615,1757407461
6368843-09_A_50_0908_10:30-PROJET2025-09-Semaine-35,4271,43.664939880371094,7.127392292022705,1757407461
6416289-51_R_98_5104_10:40-PROJET2025-51-Semaine-10,415,43.67737579345703,7.223065376281738,1757407461
5909224-NVN3_A_90_NVN301_10:30-PROJET2025-NVence3-Semaine-12,3073,43.727264404296875,7.121787071228027,1757407461
6416425-33_A_50_3305_10:13-SETP2025-33-L-Ma-J-V-36,263,43.7044563293457,7.299655437469482,1757407461
6253057-14_A_50_1403_10:49-SETP2025-14-L-Ma-J-V-38,7233,43.723270416259766,7.28853178024292,1757407461
6419994-35_R_99_3503_10:54-SETP2025-35-Semaine-35,1427,43.727779388427734,7.251924991607666,1757407459
6410617-64_A_50_6401_10:45-SETP2025-64-Semaine-37,2909,43.707271575927734,7.269357204437256,1757407459
6424091-16_A_50_1604_10:48-SETP2025-16-Semaine-35,243,43.722450256347656,7.272266864776611,1757407461
6414211-07_A_49_0707_10:13-SETP2025-07-L-Ma-J-V-41,67,43.71030044555664,7.287907123565674,1757407459
6102488-63_A_48_6301_10:30-PROJET2025-63-Semaine-72-1101100,1187,43.716888427734375,7.249537467956543,1757407461
6429228-15_A_50_1503_10:16-SETP2025-15-Semaine-11,8073,43.703369140625,7.309113502502441,1757407461
6409603-57_R_99_5714_10:40-SETP2025-57-Semaine-06,363,43.73063278198242,7.253628253936768,1757407459
6252939-14_R_99_1408_10:43-SETP2025-14-L-Ma-J-V-38,1250,43.7082405090332,7.2873430252075195,1757407461
5838867-22_A_45_2203_09:30-PROJET2025-22-Semaine-20,2852,43.67633819580078,7.198928356170654,1757407459
5838851-22_A_45_2201_08:45-PROJET2025-22-Semaine-20,21234,43.769378662109375,7.195925712585449,1757401834
6428313-60_A_50_6002_10:30-PROJET2025-60-Semaine-08,1121,43.7116584777832,7.221595287322998,1757407459
4350563-40_R_99_4001_10:40-RESEAU2023-40-Semaine-04,65,43.721519470214844,7.275291442871094,1757407461
6327221-17_R_99_1705_10:35-SETP2025-17-L-Ma-J-V-35,2669,43.679508209228516,7.204387664794922,1757407459
5673212-NVN1_R_98_NVN101_10:45-PROJET2024-NVence1-Semaine-15,3017,43.71240997314453,7.089935302734375,1757407461
5838848-22_A_45_2206_09:05-PROJET2025-22-Semaine-20,21736,43.72952651977539,7.181035995483398,1757407459
6140086-41_R_99_4102_10:35-PROJET2025-41-Semaine-05,4159,43.66011047363281,7.17276668548584,1757407461
6077786-58_A_50_5801_10:52-PROJET2025-58-Semaine-06,5131,43.682559967041016,7.186173915863037,1757407459
6419984-35_A_50_3502_10:20-SETP2025-35-Semaine-35,1144,43.732913970947266,7.276341915130615,1757407459
6369677-30_A_50_3003_10:24-SETP2025-30-Semaine-32,498,43.696720123291016,7.290417194366455,1757407461
6411410-70_R_99_7001_10:30-SETP2025-70-Semaine-35,1015,43.704803466796875,7.251646041870117,1757407461
5408559-82_R_99_8201_11:00-PROJET2024-82-Semaine-93,8141,43.73189926147461,7.342408180236816,1757407461
6413102-38_R_99_3802_10:26-SETP2025-38-Semaine-41,21,43.69981384277344,7.256169319152832,1757407461
6416461-33_R_99_3304_10:36-SETP2025-33-L-Ma-J-V-36,1170,43.70542907714844,7.30056095123291,1757407461
6472680-50_R_99_5003_10:33-PROJET2025-50-Semaine-08,682,43.68963623046875,7.20668363571167,1757407461
6253029-14_A_50_1404_10:20-SETP2025-14-L-Ma-J-V-38,67,43.71151351928711,7.287464141845703,1757407461
6403290-36_R_99_3601_10:28-SETP2025-36-Semaine-33,628,43.725223541259766,7.265378952026367,1757407461
6140124-41_A_6_4101_10:35-PROJET2025-41-Semaine-05,4050,43.65507888793945,7.151464462280273,1757407461
6327209-17_R_99_1703_10:22-SETP2025-17-L-Ma-J-V-35,1570,43.68758010864258,7.227394104003906,1757407459
6462512-31_A_47_3102_10:35-PROJET2025-31-Semaine-08,958,43.708465576171875,7.230738162994385,1757407461
6414265-07_R_97_0701_11:00-SETP2025-07-L-Ma-J-V-41,701,43.6991081237793,7.285069465637207,1757407459
6402531-32_R_97_3201_10:44-SETP2025-32-Semaine-34,198,43.68069076538086,7.20777702331543,1757407461
4669763-62_R_99_6201_09:30-RESEAU2023-62-Semaine-17,2828,43.69260787963867,7.244257926940918,1757405140
6446467-05_R_49_0506_10:40-SETP2025-05-L-Ma-J-V-38,230,43.73105239868164,7.275730609893799,1757407461
4515182-80_A_46_8001_10:44-RESEAU2023-80-Semaine-94,8233,43.70671463012695,7.314011573791504,1757407459
6272265-91_R_99_9102_08:30-PROJET2025-91-Semaine-28,2835,43.692317962646484,7.19929313659668,1757406821
6415992-21_A_50_2101_08:25-SETP2025-21-Semaine-40,5250,43.66014862060547,7.183195114135742,1757407461
6446501-05_A_98_0504_10:54-SETP2025-05-L-Ma-J-V-38,1434,43.70071792602539,7.269129753112793,1757407461
6218560-84_R_95_8401_10:26-PROJET2025-84-Semaine-04,8094,43.70699691772461,7.301448822021484,1757407461
6369682-30_R_99_3002_10:34-SETP2025-30-Semaine-32,2588,43.69821548461914,7.287598609924316,1757407461
6412100-37_R_99_3702_10:28-SETP2025-37-Semaine-37,476,43.70787048339844,7.281799793243408,1757407461
6420117-85_R_94_8501_10:35-PROJET2025-85-Semaine-06-1101100,7116,43.73451614379883,7.315896987915039,1757407461
4759137-47_A_50_4701_08:47-PROJET2023-47-Semaine-10,21232,43.766475677490234,7.191684246063232,1757407461
6409601-57_R_99_5703_10:10-SETP2025-57-Semaine-06,14,43.69833755493164,7.270392417907715,1757407459
5422152-75_R_97_7501_10:30-PROJET2024-75-Semaine-86-1101100,90,43.70426559448242,7.244377136230469,1757407461
6253088-14_R_99_1407_10:25-SETP2025-14-L-Ma-J-V-38,7044,43.73582077026367,7.307059288024902,1757407461
6472658-50_A_50_5001_10:48-PROJET2025-50-Semaine-08,2832,43.67681884765625,7.228164196014404,1757407461
6429312-15_A_50_1508_10:28-SETP2025-15-Semaine-11,89,43.70075988769531,7.286646366119385,1757407461
6252469-11_A_49_1103_10:10-SETP2025-11-Semaine-37,60,43.69661331176758,7.251547336578369,1757407459
6257279-59_R_98_5901_10:08-PROJET2025-59-Semaine-26,2835,43.704566955566406,7.196639537811279,1757407461
6102450-63_R_98_6305_10:40-PROJET2025-63-Semaine-72-1101100,2789,43.7319450378418,7.2581000328063965,1757407461
6462511-31_R_97_3101_10:35-PROJET2025-31-Semaine-08,1553,43.710960388183594,7.229171276092529,1757407461
6252470-11_A_49_1107_10:22-SETP2025-11-Semaine-37,1349,43.70999526977539,7.255982398986816,1757407459
5838852-22_R_95_2215_09:20-PROJET2025-22-Semaine-20,2994,43.705718994140625,7.188526153564453,1757407459
5203694-68_R_99_6803_10:13-PROJET2024-68-Semaine-15,21234,43.77116394042969,7.195671558380127,1757407461
6252424-11_R_97_1108_10:13-SETP2025-11-Semaine-37,250,43.72708511352539,7.265082359313965,1757407459
6416366-51_A_49_5105_10:43-PROJET2025-51-Semaine-10,746,43.67991256713867,7.230118274688721,1757407461
6355779-18_R_99_1801_10:09-SETP2025-18-Semaine-39,480,43.71007537841797,7.287853240966797,1757407459
